,NR.AhR,smiles
5745,0.0,CC1(c2ccccc2)OC(C(=O)O)=CC1=O
5746,0.0,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
5747,0.0,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
5748,0.0,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O
5749,0.0,CC12CCC(C[N+](C)(CCC[N+](C)(C)C)C1)C2(C)C.COS(=O)(=O)[O-].COS(=O)(=O)[O-]
5750,0.0,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-]
5751,0.0,Cc1cc(C)cc(OCC2CNC(=O)O2)c1
5752,0.0,Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)no1
5753,0.0,Cc1ccc(C(C)(C)c2ccc(C)cc2)cc1
5754,0.0,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCCCC2)cc1
5755,0.0,Cc1ccc(O)cc1
5756,0.0,CCN(CC)C(=O)c1cccc(C)c1
5757,1.0,Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O
5758,0.0,Cc1ccccc1-n1c(C)nc2ccccc2c1=O
5759,0.0,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
5760,0.0,Cc1ncc([N+](=O)[O-])n1CCO
5761,0.0,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1
5762,0.0,CC1=NC(C)OC1C
5763,0.0,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
5764,0.0,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1
5765,0.0,CC(=O)Nc1ccc(S(=O)(=O)Nc2cc(C)on2)cc1
5766,0.0,Cc1cccc(C)c1NC(=O)CN1CCCCCC1
5767,0.0,Cc1cccc(C)c1NC1=NCCCS1
5768,0.0,Cc1c[nH]c2ccccc12
5769,0.0,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
5770,0.0,Cc1ccc2c(c1)C1CN(C)CCC1N2
5771,0.0,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1
5772,0.0,CC=C(CC)C(=O)NC(N)=O
5773,0.0,CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC
5774,1.0,CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1
5775,0.0,CCC1(c2ccccc2)C(=O)NCNC1=O
5776,0.0,CCC1(CC)C(=O)C=CNC1=O
5777,0.0,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O
5778,0.0,CCc1cc(C(N)=S)ccn1
5779,0.0,CCc1ncnc2cc(OC)c(OC)cc12
5780,0.0,CCCC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1OC(=O)CCC
5781,0.0,CCCC(CCC)C(=O)O
5782,0.0,CCCC(CCC)C(N)=O
5783,0.0,CCCC(O)C(CC)CO
5784,0.0,CCCc1cc(C(N)=S)ccn1
5785,0.0,CCCc1ccc(C(=O)O)cc1
5786,0.0,CCCCC(=O)O
5787,0.0,CCCCC[C@@H](O)C1C(=O)OC(C)[C@H](O)/C=C/C=C/C=C/C=C/C=C(\C)C(O)C(O)C(O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H]1O
5788,0.0,CCCCCC(N)=O
5789,0.0,CCCCCC(O)/C=C/C=O
5790,0.0,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)O
5791,0.0,CCCCCCCCCCC(CO)CCCCCCCC
5792,0.0,CCCCCCCCCCCCCCCCCCO
5793,0.0,CCCCCCCCCCCCCCCCO
5794,1.0,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2
5795,0.0,CCCCNC(C)(C)[PH](=O)O
5796,0.0,CCCN(CCC)CCc1cccc2c1CC(=O)N2
5797,0.0,CCN(CC)c1cc(C)nc2ncnn12
5798,0.0,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC
5799,0.0,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC
5800,0.0,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC
5801,0.0,CCn1ccnc1CC1COc2ccccc2O1
5802,0.0,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
5803,0.0,CCOC(=S)SSC(=S)OCC
5804,0.0,C=C(Nc1ccc(OCC)cc1)Nc1ccc(OCC)cc1
5805,0.0,C=C(Nc1ccc(OCC)cc1)Nc1ccc(OCC)cc1
5806,0.0,CCOc1ccc(NC(=S)Nc2ccc(OCC)cc2)cc1
5807,1.0,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1
5808,0.0,Cl.O=C1OC(CN2CCOCC2)CN1N=Cc1ccc([N+](=O)[O-])o1
5809,0.0,C[C@@H]1CCC[C@H](C)N1.Cl
5810,0.0,CN[C@@H](C)Cc1ccccc1.Cl
5811,0.0,C[N+](C)(C)CC(O)CC(=O)[O-].Cl
5812,0.0,C[N+]1([O-])[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2.Cl
5813,0.0,Cl.c1cc2c(c(N3CCNCC3)c1)OCCO2
5814,0.0,Cl.c1ccc2cc(CC3=NCCN3)ccc2c1
5815,0.0,Cl.c1ccc(CC2=NCCN2)cc1
5816,0.0,CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341.Cl
5817,0.0,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1.Cl
5818,0.0,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C.Cl
5819,0.0,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O.Cl
5820,0.0,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2.Cl
5821,0.0,CCCNC(C)(C)COC(=O)c1ccccc1.Cl
5822,0.0,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21.Cl
5823,0.0,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1.Cl
5824,1.0,Cc1cccc(C(C)c2c[nH]cn2)c1C.Cl
5825,0.0,COC(=O)c1cncn1C(C)c1ccccc1.Cl
5826,0.0,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1.Cl
5827,0.0,Cc1cn[nH]c1.Cl
5828,0.0,CC1CCCCN1CCCOC(=O)c1ccccc1.Cl
5829,0.0,C/C(=C(/CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N.Cl
5830,0.0,CC1NCCOC1c1ccccc1.Cl
5831,0.0,CC1(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)cc2)O1.Cl
5832,0.0,CC1(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)cc2)O1.Cl
5833,0.0,CCCN1CCC[C@@H](c2cccc(O)c2)C1.Cl
5834,0.0,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1.Cl
5835,0.0,CCN(CC)CCNC(=O)COc1ccc(OC)cc1.Cl
5836,0.0,CCN(CC)CCO[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1.Cl
5837,0.0,CCN(CCO)CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C.Cl
5838,0.0,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC.Cl
5839,0.0,CCOc1ccc(/N=C(\C)Nc2ccc(OCC)cc2)cc1.Cl
5840,0.0,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O.Cl.Cl
5841,0.0,CC[C@@H](CO)NCCN[C@@H](CC)CO.Cl.Cl
5842,0.0,CCC(CN)CC(C)CCNCC(O)CNCC(C)CC(CC)CN.Cl.Cl
5843,0.0,CN1CCN(C(c2ccccc2)c2ccccc2)CC1.Cl.Cl
5844,0.0,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl.Cl
5845,0.0,CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1.Cl
5846,0.0,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1.Cl
5847,0.0,CN(C)CCOC(=O)COc1ccc(Cl)cc1.Cl
5848,0.0,Cl.O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
5849,0.0,Cl.NCCNC(=O)c1ccc(Cl)cn1
5851,0.0,Cl.Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1
5852,0.0,CCC(C)(CN(C)C)OC(=O)c1ccccc1.Cl
5853,1.0,COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C.Cl
5854,0.0,C#CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1.Cl
5855,0.0,C#CCN(C)Cc1ccccc1.Cl
5856,0.0,CN1CCOC(c2ccccc2)c2ccccc2C1.Cl
5857,0.0,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1.Cl
5858,0.0,COC(=O)[C@@H]1[C@H]2CC[C@@H](C[C@H]1OC(=O)c1ccccc1)N2C.Cl
5859,0.0,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C.Cl
5860,0.0,CNCc1ccccc1.Cl
5861,0.0,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1.Cl
5862,0.0,COc1ccc(OC)c(C(O)CNC(=O)CN)c1.Cl
5863,0.0,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@@]341.Cl
5864,0.0,COc1ccccc1N1CCNCC1.Cl
5865,0.0,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1.Cl
5866,0.0,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2.Cl
5867,0.0,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1.Cl
5868,0.0,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@@H]([C@H](NC(=O)[C@@H]2C[C@@H](CCC)CN2C)[C@H](C)Cl)O[C@@H]1SC.Cl
5869,0.0,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1.Cl
5870,0.0,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1.Cl
5871,0.0,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2.Cl
5872,0.0,Cl.N=C(N)n1cccn1
5873,0.0,Cl.N=C(N)NC(=N)N1CCOCC1
5874,0.0,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.Cl
5875,0.0,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12.Cl
5876,0.0,C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.Cl
5877,0.0,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1.Cl
5878,0.0,CCN(CC)CCOC(=O)c1ccc(N)cc1.Cl
5879,0.0,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1.Cl
5880,0.0,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl
5881,0.0,Cl.Nc1c2c(nc3c1CCC3)CCCC2.O
5882,0.0,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O.Cl.O
5883,0.0,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12.Cl.O
5884,0.0,CN[C@@H](C)[C@H](O)c1ccccc1.Cl
5885,0.0,CNC[C@H](O)c1cccc(O)c1.Cl
5886,0.0,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1.Cl
5887,0.0,C[C@@H](N)[C@@H](O)c1ccccc1.Cl
5888,0.0,Cl.N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
5889,0.0,CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1.Cl
5890,0.0,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1.Cl
5891,0.0,CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN.Cl
5892,0.0,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl
5893,0.0,Cc1cccc(C)c1NC(=O)C(C)N.Cl
5894,0.0,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC.Cl
5895,0.0,CCCNC(C)C(=O)Nc1ccccc1C.Cl
5896,0.0,CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C[C@@H]12.Cl
5897,0.0,Cl.O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1
5898,0.0,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)C(O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O.Cl
5899,0.0,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1.Cl
5900,0.0,Cl.O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
5901,0.0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.Cl
5902,0.0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21.Cl
5903,0.0,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@H](OC)[C@@H]1OC.Cl
5904,0.0,COC(=O)C(c1ccccc1)C1CCCCN1.Cl
5905,1.0,COC(=O)C(CN)c1c[nH]c2ccc(OC)cc12.Cl
5906,0.0,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1.Cl
5907,0.0,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2.Cl
5908,0.0,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O.Cl
5909,0.0,CCNC1(c2cccs2)CCCCC1=O.Cl
5910,0.0,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O.Cl
5911,0.0,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC.Cl
5912,0.0,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](COC(=O)CN)NC(=O)C(Cl)Cl)cc1.Cl
5913,0.0,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl
5914,0.0,Cl.NCc1ccc(S(N)(=O)=O)cc1
5915,0.0,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O.Cl
5916,0.0,CNC(C)C(O)c1ccc(O)cc1.Cl
5917,0.0,CNC(C)C(O)c1ccc(O)cc1.Cl
5918,0.0,Cl.NCC(O)c1cccc(O)c1
5919,0.0,CC(C)NCC(O)c1ccccc1Cl.Cl
5920,0.0,CCNCC(O)c1cccc(O)c1.Cl
5921,0.0,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1.Cl
5922,0.0,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1.Cl
5923,0.0,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.Cl
5924,0.0,Cl.Oc1cn2c(n1)Nc1ccc(Cl)c(Cl)c1C2
5925,0.0,Cl.O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1
5926,0.0,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1c(F)c(F)cc(F)c1F
5927,0.0,O=C(NC(O)C(Cl)(Cl)Cl)NC(O)C(Cl)(Cl)Cl
5928,0.0,OCC1(CO)COC(C(Cl)(Cl)Cl)OC1
5929,0.0,O=C(O)C(Cl)Cl
5930,0.0,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
5931,0.0,Clc1cccc(N2CCNCC2)c1
5932,0.0,Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1
5933,0.0,CCNC(=O)NCc1cccc(Cl)c1
5934,0.0,NC(Cc1ccc(Cl)cc1)C(=O)O
5935,0.0,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1
5936,0.0,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
5937,0.0,NCC(CC(=O)O)c1ccc(Cl)cc1
5938,0.0,COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC
5939,0.0,CCN(Cc1ccc(Cl)nc1)/C(=C/[N+](=O)[O-])NC
5940,1.0,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
5941,0.0,CC(C)(Oc1ccc(Cl)cc1)C(=O)O
5942,0.0,CCN(CC)CCNC(=O)COc1ccc(Cl)cc1
5943,0.0,OCC(O)COc1ccc(Cl)cc1
5944,0.0,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1
5945,0.0,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1
5946,0.0,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1
5947,0.0,O=C1C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1
5948,0.0,O=C1Cc2ccccc2N1c1c(Cl)cccc1Cl
5949,0.0,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O
5950,0.0,C[C@H]1CNCCc2ccc(Cl)cc21
5951,0.0,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2
5952,0.0,Clc1cccc(Cl)c1N=C1NCCN1
5953,0.0,ClCc1ccccc1.O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46
5954,0.0,Cc1ncsc1CCCl
5955,0.0,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21
5956,0.0,O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl
5957,0.0,CN(C)N=Nc1nc[nH]c1C(N)=O
5958,0.0,C[C@@H](Cc1ccccc1)N(C)C
5959,0.0,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O
5960,0.0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
5961,0.0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
5962,0.0,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C
5963,0.0,CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C.O=S(=O)(O)c1ccc2ccccc2c1
5964,0.0,CN(C)c1nc(N(C)C)nc(N(C)C)n1
5965,0.0,CN(C)Cc1ccccc1
5966,0.0,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
5967,0.0,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
5968,0.0,CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
5969,0.0,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1
5970,0.0,CN(Cc1ccccc1)Cc1ccccc1
5971,0.0,CN[C@]1(c2ccccc2Cl)CCCCC1=O
5972,0.0,CN[C@@]1(c2ccccc2Cl)CCCCC1=O
5973,0.0,CN1C(=O)OC(C)(C)C1=O
5974,0.0,Cn1c([N+](=O)[O-])cnc1COC(N)=O
5975,0.0,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O
5976,0.0,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
5977,0.0,Cn1cnc2c1c(=O)[nH]c(=O)n2C
5978,0.0,CC(=O)N=c1sc(S(N)(=O)=O)nn1C
5979,0.0,CN1C(=O)CC[C@H]1c1cccnc1
5980,1.0,COc1ccc2c(c1OC)C(=O)O[C@H]2[C@@H]1c2cc3c(cc2CCN1C)OCO3
5981,0.0,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C
5982,0.0,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2
5983,0.0,CN1[C@H]2CC[C@@H]1[C@@H](C(=O)O)[C@@H](OC(=O)c1ccccc1)C2
5984,0.0,CN1[C@H]2CC[C@@H]1[C@@H](C(=O)O)[C@@H](OC(=O)c1ccccc1)C2
5985,0.0,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2
5986,0.0,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2
5987,0.0,CNC(=O)OCc1cccc(COC(=O)NC)n1
5988,0.0,CNC1(c2ccccc2Cl)CCCCC1=O
5989,0.0,CNc1c2c(nn1C)CCCC2
5990,0.0,CNC1(C)C2CCC(C2)C1(C)C
5991,0.0,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccn4ncccc43)CS[C@H]12)c1nsc(N)n1.O=S(=O)(O)O
5992,0.0,CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1
5993,0.0,COC(=O)c1ccccc1C(=O)OC
5994,0.0,COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O
5995,0.0,COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O
5996,0.0,COC1=CC=C2[C@H]3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5
5997,0.0,COc1cc(C(=O)NCCCCCC(=O)O)cc(OC)c1OC
5998,0.0,COc1cc(OC)cc(OC)c1
5999,0.0,COc1ccc(/C=C/C(=O)O)cc1
6000,0.0,CC=Cc1ccc(OC)cc1
6001,0.0,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1
6002,0.0,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O
6003,1.0,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O
6004,0.0,COc1ccc(CNCC(O)COc2ccc3[nH]c(=O)ccc3c2)cc1OC
6005,0.0,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@@]341
6006,0.0,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1
6007,0.0,COc1ccccc1OCC1CNC(=O)O1
6008,0.0,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1
6009,1.0,COc1c2occc2c(OC)c2c(=O)cc(C)oc12
6010,0.0,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1
6011,0.0,COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O
6012,0.0,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1
6013,0.0,C#CCN[C@@H]1CCc2ccccc21.CS(=O)(=O)O
6014,1.0,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1
6015,0.0,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1
6016,0.0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br
6017,0.0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
6018,0.0,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
6019,0.0,FC(F)OC(Cl)C(F)(F)F
6020,0.0,FCOC(C(F)(F)F)C(F)(F)F
6021,0.0,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O
6022,0.0,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O
6023,0.0,FC(F)(F)c1ccccc1-n1ccnc1
